#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_000692655.1	PRJNA234166	SAMN02581299	JMVK00000000.1	na	1438682	562	Escherichia coli BIDMC 78	strain=BIDMC 78		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_BIDMC_78_V1	Broad Institute	GCF_000692655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/655/GCA_000692655.1_Esch_coli_BIDMC_78_V1	
GCA_000692675.1	PRJNA234167	SAMN02581300	JMVL00000000.1	na	1438683	562	Escherichia coli BIDMC 79	strain=BIDMC 79		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_BIDMC_79_V1	Broad Institute	GCF_000692675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/675/GCA_000692675.1_Esch_coli_BIDMC_79_V1	
GCA_000692695.1	PRJNA234237	SAMN02581370	JMVM00000000.1	na	1438684	562	Escherichia coli CHS 68	strain=CHS 68		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_CHS_68_V1	Broad Institute	GCF_000692695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/695/GCA_000692695.1_Esch_coli_CHS_68_V1	
GCA_000692715.1	PRJNA234238	SAMN02581371	JMVN00000000.1	na	1438685	562	Escherichia coli CHS 69	strain=CHS 69		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_CHS_69_V1	Broad Institute	GCF_000692715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/715/GCA_000692715.1_Esch_coli_CHS_69_V1	
GCA_000692735.1	PRJNA234246	SAMN02581379	JMVO00000000.1	na	1438686	562	Escherichia coli CHS 77	strain=CHS 77		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_CHS_77_V1	Broad Institute	GCF_000692735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/735/GCA_000692735.1_Esch_coli_CHS_77_V1	
GCA_000692755.1	PRJNA234256	SAMN02581389	JMVP00000000.1	na	1438687	562	Escherichia coli MGH 57	strain=MGH 57		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_MGH_57_V1	Broad Institute	GCF_000692755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/755/GCA_000692755.1_Esch_coli_MGH_57_V1	
GCA_000692775.1	PRJNA234257	SAMN02581390	JMVQ00000000.1	na	1438688	562	Escherichia coli MGH 58	strain=MGH 58		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_MGH_58_V1	Broad Institute	GCF_000692775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/775/GCA_000692775.1_Esch_coli_MGH_58_V1	
GCA_000692795.1	PRJNA234124	SAMN02581257	JMVR00000000.1	na	1438689	562	Escherichia coli UCI 51	strain=UCI 51		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_UCI_51_V1	Broad Institute	GCF_000692795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/795/GCA_000692795.1_Esch_coli_UCI_51_V1	
GCA_000692815.1	PRJNA234126	SAMN02581259	JMVS00000000.1	na	1438691	562	Escherichia coli UCI 53	strain=UCI 53		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_UCI_53_V1	Broad Institute	GCF_000692815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/815/GCA_000692815.1_Esch_coli_UCI_53_V1	
GCA_000692835.1	PRJNA234130	SAMN02581263	JMVT00000000.1	na	1438693	562	Escherichia coli UCI 57	strain=UCI 57		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_UCI_57_V1	Broad Institute	GCF_000692835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/835/GCA_000692835.1_Esch_coli_UCI_57_V1	
GCA_000692855.1	PRJNA234131	SAMN02581264	JMVU00000000.1	na	1438694	562	Escherichia coli UCI 58	strain=UCI 58		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_UCI_58_V1	Broad Institute	GCF_000692855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/855/GCA_000692855.1_Esch_coli_UCI_58_V1	
GCA_000692875.1	PRJNA234138	SAMN02581271	JMVV00000000.1	na	1438695	562	Escherichia coli UCI 65	strain=UCI 65		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_UCI_65_V1	Broad Institute	GCF_000692875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/875/GCA_000692875.1_Esch_coli_UCI_65_V1	
GCA_000692895.1	PRJNA234139	SAMN02581272	JMVW00000000.1	na	1438696	562	Escherichia coli UCI 66	strain=UCI 66		latest	Scaffold	Major	Full	2014/05/19	Esch_coli_UCI_66_V1	Broad Institute	GCF_000692895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/895/GCA_000692895.1_Esch_coli_UCI_66_V1	
GCA_000695115.1	PRJNA242431	SAMN02693807	JHEW00000000.1	na	562	562	Escherichia coli	strain=97-3250		latest	Contig	Major	Full	2014/05/20	Ecoli97-3250v1	U.S. Food and Drug Administration	GCF_000695115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/115/GCA_000695115.1_Ecoli97-3250v1	
GCA_000695135.1	PRJNA242431	SAMN02693808	JHEX00000000.1	na	562	562	Escherichia coli	strain=PMK-5		latest	Contig	Major	Full	2014/05/20	Ecoli97-3250v1	U.S. Food and Drug Administration	GCF_000695135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/135/GCA_000695135.1_Ecoli97-3250v1	
GCA_000695155.1	PRJNA242431	SAMN02693809	JHEY00000000.1	na	1078035	562	Escherichia coli O145:H28 str. 4865/96	strain=4865/96		latest	Contig	Major	Full	2014/05/20	Ecoli4865/96v1	U.S. Food and Drug Administration	GCF_000695155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/155/GCA_000695155.1_Ecoli4865_96v1	
GCA_000695175.1	PRJNA242431	SAMN02693810	JHEZ00000000.1	na	562	562	Escherichia coli	strain=MI10-01		latest	Contig	Major	Full	2014/05/20	EcoliMI10-01v1	U.S. Food and Drug Administration	GCF_000695175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/175/GCA_000695175.1_EcoliMI10-01v1	
GCA_000695505.1	PRJNA243046	SAMN02712194	JMKH00000000.1	na	562	562	Escherichia coli	strain=SCB34		latest	Contig	Major	Full	2014/05/22	SCB34	University of Oklahoma Health Sciences Center	GCF_000695505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/505/GCA_000695505.1_SCB34	
GCA_000696545.1	PRJNA244290	SAMN02725027	JJNT00000000.1	na	562	562	Escherichia coli	strain=2009-46		latest	Contig	Major	Full	2014/05/30	v1	University of Technology Sydney	GCF_000696545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/545/GCA_000696545.1_v1	
GCA_000696835.1	PRJNA246132	SAMN02743533	JNBX00000000.1	na	562	562	Escherichia coli	strain=W25K		latest	Contig	Major	Full	2014/06/02	ASM69683v1	Chinese Academy of Sciences	GCF_000696835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/835/GCA_000696835.1_ASM69683v1	
GCA_000699265.1	PRJNA236524	SAMN02640644	JDWU00000000.1	na	1454383	562	Escherichia coli 4541-1	strain=4541-1		latest	Contig	Major	Full	2014/06/09	4541-1	Institute for Genome Sciences	GCF_000699265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/265/GCA_000699265.1_4541-1	
GCA_000699285.1	PRJNA236574	SAMN02640645	JDWT00000000.1	na	1455597	562	Escherichia coli 4552-1	strain=4552-1		latest	Contig	Major	Full	2014/06/09	4552-1	Institute for Genome Sciences	GCF_000699285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/285/GCA_000699285.1_4552-1	
GCA_000699305.1	PRJNA236577	SAMN02640648	JDWQ00000000.1	na	1455600	562	Escherichia coli 10810	strain=10810		latest	Contig	Major	Full	2014/06/09	10810	Institute for Genome Sciences	GCF_000699305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/305/GCA_000699305.1_10810	
GCA_000699365.1	PRJNA236575	SAMN02640646	JDWS00000000.1	na	1455598	562	Escherichia coli 7996-1	strain=7996-1		latest	Contig	Major	Full	2014/06/09	7996-1	Institute for Genome Sciences	GCF_000699365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/365/GCA_000699365.1_7996-1	
GCA_000699385.1	PRJNA236576	SAMN02640647	JDWR00000000.1	na	1455599	562	Escherichia coli 11117	strain=11117		latest	Contig	Major	Full	2014/06/09	11117	Institute for Genome Sciences	GCF_000699385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/385/GCA_000699385.1_11117	
GCA_000700065.1	PRJNA233935	SAMN02687534	JNMD00000000.1	na	1444278	562	Escherichia coli 3-105-05_S4_C3	strain=3-105-05_S4_C3		latest	Contig	Major	Full	2014/06/10	ASM70006v1	IGS	GCF_000700065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/065/GCA_000700065.1_ASM70006v1	
GCA_000700085.1	PRJNA233768	SAMN02680103	JNME00000000.1	na	1444111	562	Escherichia coli 3-267-03_S1_C3	strain=3-267-03_S1_C3		latest	Contig	Major	Full	2014/06/10	ASM70008v1	IGS	GCF_000700085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/085/GCA_000700085.1_ASM70008v1	
GCA_000700105.1	PRJNA233797	SAMN02687531	JNMF00000000.1	na	1444140	562	Escherichia coli 3-267-03_S3_C1	strain=3-267-03_S3_C1		latest	Contig	Major	Full	2014/06/10	ASM70010v1	IGS	GCF_000700105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/105/GCA_000700105.1_ASM70010v1	
GCA_000700125.1	PRJNA233713	SAMN02687474	JNLZ00000000.1	na	1444056	562	Escherichia coli 3-105-05_S1_C1	strain=3-105-05_S1_C1		latest	Contig	Major	Full	2014/06/10	ASM70012v1	IGS	GCF_000700125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/125/GCA_000700125.1_ASM70012v1	
GCA_000700145.1	PRJNA233907	SAMN02680127	JNMC00000000.1	na	1444250	562	Escherichia coli 3-105-05_S4_C2	strain=3-105-05_S4_C2		latest	Contig	Major	Full	2014/06/10	ASM70014v1	IGS	GCF_000700145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/145/GCA_000700145.1_ASM70014v1	
GCA_000700165.1	PRJNA233750	SAMN02680189	JNNA00000000.1	na	1444093	562	Escherichia coli 2-011-08_S1_C3	strain=2-011-08_S1_C3		latest	Contig	Major	Full	2014/06/10	ASM70016v1	IGS	GCF_000700165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/165/GCA_000700165.1_ASM70016v1	
GCA_000700185.1	PRJNA233796	SAMN02680265	JNMA00000000.1	na	1444139	562	Escherichia coli 3-105-05_S3_C1	strain=3-105-05_S3_C1		latest	Contig	Major	Full	2014/06/10	ASM70018v1	IGS	GCF_000700185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/185/GCA_000700185.1_ASM70018v1	
GCA_000700205.1	PRJNA233824	SAMN02680170	JNMB00000000.1	na	1444167	562	Escherichia coli 3-105-05_S3_C2	strain=3-105-05_S3_C2		latest	Contig	Major	Full	2014/06/10	ASM70020v1	IGS	GCF_000700205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/205/GCA_000700205.1_ASM70020v1	
GCA_000700225.1	PRJNA233798	SAMN02687499	JNMG00000000.1	na	1444141	562	Escherichia coli 3-373-03_S3_C1	strain=3-373-03_S3_C1		latest	Contig	Major	Full	2014/06/10	ASM70022v1	IGS	GCF_000700225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/225/GCA_000700225.1_ASM70022v1	
GCA_000700245.1	PRJNA233851	SAMN02680147	JNMH00000000.1	na	1444194	562	Escherichia coli 3-373-03_S3_C3	strain=3-373-03_S3_C3		latest	Contig	Major	Full	2014/06/10	ASM70024v1	IGS	GCF_000700245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/245/GCA_000700245.1_ASM70024v1	
GCA_000700265.1	PRJNA233743	SAMN02680222	JNMI00000000.1	na	1444086	562	Escherichia coli 3-373-03_S1_C2	strain=3-373-03_S1_C2		latest	Contig	Major	Full	2014/06/10	ASM70026v1	IGS	GCF_000700265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/265/GCA_000700265.1_ASM70026v1	
GCA_000700285.1	PRJNA233716	SAMN02680239	JNMJ00000000.1	na	1444059	562	Escherichia coli 3-475-03_S1_C1	strain=3-475-03_S1_C1		latest	Contig	Major	Full	2014/06/10	ASM70028v1	IGS	GCF_000700285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/285/GCA_000700285.1_ASM70028v1	
GCA_000700305.1	PRJNA233882	SAMN02687482	JNMK00000000.1	na	1444225	562	Escherichia coli 3-475-03_S4_C1	strain=3-475-03_S4_C1		latest	Contig	Major	Full	2014/06/10	ASM70030v1	IGS	GCF_000700305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/305/GCA_000700305.1_ASM70030v1	
GCA_000700325.1	PRJNA233879	SAMN02687515	JNML00000000.1	na	1444222	562	Escherichia coli 3-105-05_S4_C1	strain=3-105-05_S4_C1		latest	Contig	Major	Full	2014/06/10	ASM70032v1	IGS	GCF_000700325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/325/GCA_000700325.1_ASM70032v1	
GCA_000700345.1	PRJNA233825	SAMN02680188	JNMM00000000.1	na	1444168	562	Escherichia coli 3-267-03_S3_C2	strain=3-267-03_S3_C2		latest	Contig	Major	Full	2014/06/10	ASM70034v1	IGS	GCF_000700345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/345/GCA_000700345.1_ASM70034v1	
GCA_000700365.1	PRJNA233742	SAMN02687525	JNMN00000000.1	na	1444085	562	Escherichia coli 3-267-03_S1_C2	strain=3-267-03_S1_C2		latest	Contig	Major	Full	2014/06/10	ASM70036v1	IGS	GCF_000700365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/365/GCA_000700365.1_ASM70036v1	
GCA_000700385.1	PRJNA233850	SAMN02687473	JNMO00000000.1	na	1444193	562	Escherichia coli 3-105-05_S3_C3	strain=3-105-05_S3_C3		latest	Contig	Major	Full	2014/06/10	ASM70038v1	IGS	GCF_000700385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/385/GCA_000700385.1_ASM70038v1	
GCA_000700405.1	PRJNA233714	SAMN02687476	JNMP00000000.1	na	1444057	562	Escherichia coli 3-267-03_S1_C1	strain=3-267-03_S1_C1		latest	Contig	Major	Full	2014/06/10	ASM70040v1	IGS	GCF_000700405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/405/GCA_000700405.1_ASM70040v1	
GCA_000700425.1	PRJNA233826	SAMN02680212	JNMQ00000000.1	na	1444169	562	Escherichia coli 3-373-03_S3_C2	strain=3-373-03_S3_C2		latest	Contig	Major	Full	2014/06/10	ASM70042v1	IGS	GCF_000700425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/425/GCA_000700425.1_ASM70042v1	
GCA_000700445.1	PRJNA233908	SAMN02687485	JNMR00000000.1	na	1444251	562	Escherichia coli 3-267-03_S4_C2	strain=3-267-03_S4_C2		latest	Contig	Major	Full	2014/06/10	ASM70044v1	IGS	GCF_000700445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/445/GCA_000700445.1_ASM70044v1	
GCA_000700465.1	PRJNA233909	SAMN02680095	JNMS00000000.1	na	1444252	562	Escherichia coli 3-373-03_S4_C2	strain=3-373-03_S4_C2		latest	Contig	Major	Full	2014/06/10	ASM70046v1	IGS	GCF_000700465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/465/GCA_000700465.1_ASM70046v1	
GCA_000700485.1	PRJNA233878	SAMN02680187	JNMT00000000.1	na	1444221	562	Escherichia coli 3-073-06_S4_C1	strain=3-073-06_S4_C1		latest	Contig	Major	Full	2014/06/10	ASM70048v1	IGS	GCF_000700485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/485/GCA_000700485.1_ASM70048v1	
GCA_000700505.1	PRJNA233775	SAMN02680101	JNNB00000000.1	na	1444118	562	Escherichia coli 2-011-08_S3_C1	strain=2-011-08_S3_C1		latest	Contig	Major	Full	2014/06/10	ASM70050v1	IGS	GCF_000700505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/505/GCA_000700505.1_ASM70050v1	
GCA_000700525.1	PRJNA233916	SAMN02680096	JNND00000000.1	na	1444259	562	Escherichia coli 2-011-08_S4_C3	strain=2-011-08_S4_C3		latest	Contig	Major	Full	2014/06/10	ASM70052v1	IGS	GCF_000700525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/525/GCA_000700525.1_ASM70052v1	
GCA_000700545.1	PRJNA233859	SAMN02680190	JNNG00000000.1	na	1444202	562	Escherichia coli 2-052-05_S4_C1	strain=2-052-05_S4_C1		latest	Contig	Major	Full	2014/06/10	ASM70054v1	IGS	GCF_000700545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/545/GCA_000700545.1_ASM70054v1	
GCA_000700565.1	PRJNA233751	SAMN02680244	JNNE00000000.1	na	1444094	562	Escherichia coli 2-052-05_S1_C3	strain=2-052-05_S1_C3		latest	Contig	Major	Full	2014/06/10	ASM70056v1	IGS	GCF_000700565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/565/GCA_000700565.1_ASM70056v1	
GCA_000700585.1	PRJNA233858	SAMN02687510	JNNC00000000.1	na	1444201	562	Escherichia coli 2-011-08_S4_C1	strain=2-011-08_S4_C1		latest	Contig	Major	Full	2014/06/10	ASM70058v1	IGS	GCF_000700585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/585/GCA_000700585.1_ASM70058v1	
GCA_000700605.1	PRJNA233776	SAMN02680183	JNNF00000000.1	na	1444119	562	Escherichia coli 2-052-05_S3_C1	strain=2-052-05_S3_C1		latest	Contig	Major	Full	2014/06/10	ASM70060v1	IGS	GCF_000700605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/605/GCA_000700605.1_ASM70060v1	
GCA_000700625.1	PRJNA233769	SAMN02680221	JNMU00000000.1	na	1444112	562	Escherichia coli 3-373-03_S1_C3	strain=3-373-03_S1_C3		latest	Contig	Major	Full	2014/06/10	ASM70062v1	IGS	GCF_000700625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/625/GCA_000700625.1_ASM70062v1	
GCA_000700645.1	PRJNA233715	SAMN02680220	JNMV00000000.1	na	1444058	562	Escherichia coli 3-373-03_S1_C1	strain=3-373-03_S1_C1		latest	Contig	Major	Full	2014/06/10	ASM70064v1	IGS	GCF_000700645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/645/GCA_000700645.1_ASM70064v1	
GCA_000700665.1	PRJNA233881	SAMN02680173	JNMW00000000.1	na	1444224	562	Escherichia coli 3-373-03_S4_C1	strain=3-373-03_S4_C1		latest	Contig	Major	Full	2014/06/10	ASM70066v1	IGS	GCF_000700665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/665/GCA_000700665.1_ASM70066v1	
GCA_000700685.1	PRJNA233910	SAMN02680260	JNMX00000000.1	na	1444253	562	Escherichia coli 3-475-03_S4_C2	strain=3-475-03_S4_C2		latest	Contig	Major	Full	2014/06/10	ASM70068v1	IGS	GCF_000700685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/685/GCA_000700685.1_ASM70068v1	
GCA_000700705.1	PRJNA233717	SAMN02680105	JNMY00000000.1	na	1444060	562	Escherichia coli 4-203-08_S1_C1	strain=4-203-08_S1_C1		latest	Contig	Major	Full	2014/06/10	ASM70070v1	IGS	GCF_000700705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/705/GCA_000700705.1_ASM70070v1	
GCA_000700725.1	PRJNA233937	SAMN02680234	JNMZ00000000.1	na	1444280	562	Escherichia coli 4-203-08_S4_C3	strain=4-203-08_S4_C3		latest	Contig	Major	Full	2014/06/10	ASM70072v1	IGS	GCF_000700725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/725/GCA_000700725.1_ASM70072v1	
GCA_000701105.2	PRJNA218110	SAMN02352890	JFBE00000000.1	na	1446756	562	Escherichia coli O78:H12 str. 00-3279	strain=00-3279		latest	Scaffold	Minor	Full	2014/06/11	ASM70110v2	CDC	GCF_000701105.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/105/GCA_000701105.2_ASM70110v2	
GCA_000701125.2	PRJNA218110	SAMN02352891	JFGU00000000.1	na	1446512	562	Escherichia coli O111:NM str. 01-3076	strain=01-3076		latest	Scaffold	Minor	Full	2014/06/11	ASM70112v2	CDC	GCF_000701125.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/125/GCA_000701125.2_ASM70112v2	
GCA_000701145.1	PRJNA235368	SAMN02839404	JDRV00000000.1	na	1450517	562	Escherichia coli MS499	strain=MS499		latest	Contig	Major	Full	2014/06/11	EcMS4991.0	iPUD	GCF_000701145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/145/GCA_000701145.1_EcMS4991.0	
GCA_000703205.1	PRJNA218110	SAMN02352915	JASN00000000.1	na	1446751	562	Escherichia coli O69:H11 str. 07-3763	strain=07-3763		latest	Contig	Major	Full	2014/06/11	Ec07-3763	CDC	GCF_000703205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/205/GCA_000703205.1_Ec07-3763	
GCA_000703225.1	PRJNA218110	SAMN02352916	JASO00000000.1	na	1446583	562	Escherichia coli O145:H25 str. 07-3858	strain=07-3858		latest	Contig	Major	Full	2014/06/11	Ec07-3858	CDC	GCF_000703225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/225/GCA_000703225.1_Ec07-3858	
GCA_000703245.1	PRJNA218110	SAMN02352917	JASP00000000.1	na	1446547	562	Escherichia coli O118:H16 str. 07-4255	strain=07-4255		latest	Contig	Major	Full	2014/06/11	Ec07-4255	CDC	GCF_000703245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/245/GCA_000703245.1_Ec07-4255	
GCA_000703265.1	PRJNA218110	SAMN02352937	JASQ00000000.1	na	1446765	562	Escherichia coli O91:H21 str. 2009C-3740	strain=2009C-3740		latest	Contig	Major	Full	2014/06/11	Ec2009C-3740	CDC	GCF_000703265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/265/GCA_000703265.1_Ec2009C-3740	
GCA_000703285.1	PRJNA218110	SAMN02352963	JASR00000000.1	na	1446599	562	Escherichia coli O146:H21 str. 2010C-3325	strain=2010C-3325		latest	Contig	Major	Full	2014/06/11	Ec2010C-3325	CDC	GCF_000703285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/285/GCA_000703285.1_Ec2010C-3325	
GCA_000703305.1	PRJNA218110	SAMN02352983	JASS00000000.1	na	1446744	562	Escherichia coli O45:H2 str. 2010C-4211	strain=2010C-4211		latest	Contig	Major	Full	2014/06/11	Ec2010C-4211	CDC	GCF_000703305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/305/GCA_000703305.1_Ec2010C-4211	
GCA_000703325.1	PRJNA218110	SAMN02353020	JAST00000000.1	na	1446729	562	Escherichia coli O26:H11 str. 2011C-3274	strain=2011C-3274		latest	Contig	Major	Full	2014/06/11	Ec2011C-3274	CDC	GCF_000703325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/325/GCA_000703325.1_Ec2011C-3274	
GCA_000703345.1	PRJNA218110	SAMN02353022	JASU00000000.1	na	1446581	562	Escherichia coli O128:H2 str. 2011C-3317	strain=2011C-3317		latest	Contig	Major	Full	2014/06/11	Ec2011C-3317	CDC	GCF_000703345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/345/GCA_000703345.1_Ec2011C-3317	
GCA_000703365.1	PRJNA218110	SAMN02353031	JASV00000000.1	na	1446574	562	Escherichia coli O121:H19 str. 2011C-3609	strain=2011C-3609		latest	Contig	Major	Full	2014/06/11	Ec2011C-3609	CDC	GCF_000703365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/365/GCA_000703365.1_Ec2011C-3609	
GCA_000703385.1	PRJNA233887	SAMN02687477	JNPA00000000.1	na	1444230	562	Escherichia coli 2-052-05_S4_C2	strain=2-052-05_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70338v1	IGS	GCF_000703385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/385/GCA_000703385.1_ASM70338v1	
GCA_000703425.1	PRJNA233697	SAMN02680179	JNPH00000000.1	na	1444040	562	Escherichia coli 2-177-06_S1_C1	strain=2-177-06_S1_C1		latest	Contig	Major	Full	2014/06/11	ASM70342v1	IGS	GCF_000703425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/425/GCA_000703425.1_ASM70342v1	
GCA_000703445.1	PRJNA233917	SAMN02687505	JNPB00000000.1	na	1444260	562	Escherichia coli 2-052-05_S4_C3	strain=2-052-05_S4_C3		latest	Contig	Major	Full	2014/06/11	ASM70344v1	IGS	GCF_000703445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/445/GCA_000703445.1_ASM70344v1	
GCA_000703505.1	PRJNA233752	SAMN02687539	JNPE00000000.1	na	1444095	562	Escherichia coli 2-156-04_S1_C3	strain=2-156-04_S1_C3		latest	Contig	Major	Full	2014/06/11	ASM70350v1	IGS	GCF_000703505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/505/GCA_000703505.1_ASM70350v1	
GCA_000703525.1	PRJNA233777	SAMN02680197	JNPF00000000.1	na	1444120	562	Escherichia coli 2-156-04_S3_C1	strain=2-156-04_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70352v1	IGS	GCF_000703525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/525/GCA_000703525.1_ASM70352v1	
